target,solutions,rank,rating,dictionaryName,due,level
toranja,grapefruit,2425,1200,personal,15 Dec 2023,6
engenhosidade,ingenuity,2426,1200,personal,17 Dec 2023,6
ganancioso,greedy,2427,1200,personal,2 Dec 2023,6
acesso,access,2428,1200,personal,2 Dec 2023,6
nocivo,harmful,2429,1200,personal,23 Nov 2023,3
negligencie,neglect,2430,1200,personal,17 Dec 2023,6
prossigar,to proceed; proceed,2431,1200,personal,25 Nov 2023,5
amealhar,to hoard; hoard,2432,1200,personal,24 Nov 2023,4
presunção,presumption,2433,1200,personal,2 Dec 2023,6
obstinado,obstinate,2434,1200,personal,2 Dec 2023,6
teimosia,stubbornness,2435,1200,personal,17 Dec 2023,6
lentidão,slowness,2436,1200,personal,18 Dec 2023,6
exponha,expose,2437,1200,personal,24 Nov 2023,4
lembrete,reminder,2438,1200,personal,17 Dec 2023,6
desmentir,to deny; deny,2439,1200,personal,18 Dec 2023,6
á force,by force,2440,1200,personal,13 Dec 2023,6
gritando,yelling; shouting,2441,1200,personal,26 Nov 2023,4
adjetivos,adjectives,2442,1200,personal,13 Dec 2023,6
proeminentes,prominent,2443,1200,personal,26 Nov 2023,4
intimar,to subpoena; subpoena,2444,1200,personal,23 Nov 2023,3
agilizar,to expedite; expedite,2445,1200,personal,23 Nov 2023,3
suborno,bribery,2446,1200,personal,26 Nov 2023,5
submeter,to submit; submit,2447,1200,personal,13 Dec 2023,6
cumplicidade,complicity,2448,1200,personal,23 Nov 2023,4
critério,criterion,2449,1200,personal,18 Dec 2023,6
enforcado,hanged,2450,1200,personal,18 Dec 2023,6
pazes,peace,2451,1200,personal,18 Dec 2023,6
cáustica,caustic,2452,1200,personal,18 Dec 2023,6
perdão,forgiveness,2453,1200,personal,18 Dec 2023,6
súditos,subjects,2454,1200,personal,26 Nov 2023,5
flagrante,flagrant,2455,1200,personal,13 Dec 2023,6
irado,angry,2456,1200,personal,18 Dec 2023,6
alvoroço,uproar,2457,1200,personal,23 Nov 2023,4
solene,solemn,2458,1200,personal,18 Dec 2023,6
devastar,to devestate; devestate,2459,1200,personal,13 Dec 2023,6
reinado,reign,2460,1200,personal,18 Dec 2023,6
calculista,calculating,2461,1200,personal,13 Dec 2023,6
seriedade,seriousness,2462,1200,personal,13 Dec 2023,6
ânsia,eagerness,2463,1200,personal,25 Nov 2023,4
consciência,conscience,2464,1200,personal,13 Dec 2023,6
aprovado,approved,2465,1200,personal,26 Nov 2023,5
castigo,punishment,2466,1200,personal,26 Nov 2023,5
aspirantes,aspirants,2467,1200,personal,26 Nov 2023,4
superação,resilience,2468,1200,personal,25 Nov 2023,4
obra-prima,masterpiece,2469,1200,personal,26 Nov 2023,5
encrenquiero,troublemaker,2470,1200,personal,25 Nov 2023,4
montanhês,mountaineer,2471,1200,personal,25 Nov 2023,4
penúria,penury,2472,1200,personal,26 Nov 2023,5
audaciosa,audacious,2473,1200,personal,13 Dec 2023,6
empurrãozinho,little push,2474,1200,personal,26 Nov 2023,5
surgido,arisen,2475,1200,personal,26 Nov 2023,5
amparar,to support; support,2476,1200,personal,26 Nov 2023,5
irremediavelmente,hopelessly,2477,1200,personal,26 Nov 2023,5
endividado,in debt,2478,1200,personal,26 Nov 2023,5
me foi imposto,it was imposed on me; was imposed on me,2479,1200,personal,26 Nov 2023,5
aptidão,fitness,2480,1200,personal,25 Nov 2023,4
lecionar,to teach; teach,2481,1200,personal,26 Nov 2023,5
presencial,in person,2482,1200,personal,26 Nov 2023,5
matriculados,enrolled,2483,1200,personal,13 Dec 2023,6
deboche,debauchery,2484,1200,personal,26 Nov 2023,4
alfinetadas,pinpricks,2485,1200,personal,26 Nov 2023,4
detento,inmate,2486,1200,personal,26 Nov 2023,5
sobreveio,came,2487,1200,personal,26 Nov 2023,5
maré,tide,2488,1200,personal,26 Nov 2023,5
penitenciária,penitentiary,2489,1200,personal,13 Dec 2023,6
estimula,stimulates,2490,1200,personal,26 Nov 2023,5
álibis,alibis,2491,1200,personal,26 Nov 2023,5
autocomplacência,self-indulgence,2492,1200,personal,25 Nov 2023,4
eximir,to exempt; exempt,2493,1200,personal,25 Nov 2023,4
atalho,shortcut,2494,1200,personal,13 Dec 2023,6
elevado,high,2495,1200,personal,26 Nov 2023,5
prestasse,would lend,2496,1200,personal,26 Nov 2023,5
nasce morta,born dead,2497,1200,personal,26 Nov 2023,5
sopro,blow,2498,1200,personal,25 Nov 2023,4
um cara ou coroa,a coin toss,2499,1200,personal,13 Dec 2023,6
duende,elf,2500,1200,personal,26 Nov 2023,5
vago,vague,2501,1200,personal,13 Dec 2023,6
desânimo,discouragement,2502,1200,personal,25 Nov 2023,4
davam rasteira,they tripped,2503,1200,personal,26 Nov 2023,5
despojado,stripped,2504,1200,personal,22 Nov 2023,3
mundanos,worldly,2505,1200,personal,26 Nov 2023,5
banimento,ban,2506,1200,personal,26 Nov 2023,5
ditador,dictator,2507,1200,personal,26 Nov 2023,5
parentesco,kinship,2508,1200,personal,26 Nov 2023,5
encruzilhada,crossroads,2509,1200,personal,25 Nov 2023,4
insalubre,unhealthy,2510,1200,personal,26 Nov 2023,5
vicárias,vicarious,2511,1200,personal,26 Nov 2023,4
seitas,sects,2512,1200,personal,26 Nov 2023,5
antagônicas,antagonistic,2513,1200,personal,26 Nov 2023,4
embebedou,got drunk,2514,1200,personal,26 Nov 2023,5
reteve,retained,2515,1200,personal,23 Nov 2023,3
perspicaz,insightful,2516,1200,personal,26 Nov 2023,5
vagar,to wander; wander,2517,1200,personal,26 Nov 2023,5
dom,talent,2518,1200,personal,26 Nov 2023,5
o Islã,Islam,2519,1200,personal,13 Dec 2023,6
pátio,courtyard,2520,1200,personal,26 Nov 2023,5
soberania,sovereignty,2521,1200,personal,2 Dec 2023,5
foi morta,was killed,2522,1200,personal,26 Nov 2023,5
muçulmano,Muslim,2523,1200,personal,26 Nov 2023,5
aprendizagem,learning,2524,1200,personal,13 Dec 2023,6
motriz,driving,2525,1200,personal,26 Nov 2023,5
abrangente,embracing,2526,1200,personal,25 Nov 2023,4
enquadrar,to frame; frame,2527,1200,personal,26 Nov 2023,5
bancado,bench,2528,1200,personal,26 Nov 2023,5
bancado o advogado do diabo,playing devil's advocate,2529,1200,personal,26 Nov 2023,5
reunido-se,gathered together,2530,1200,personal,26 Nov 2023,5
encabeçada,headed,2531,1200,personal,26 Nov 2023,5
seguradora,insurance company,2532,1200,personal,26 Nov 2023,5
amante,lover,2533,1200,personal,26 Nov 2023,5
tema,theme,2534,1200,personal,13 Dec 2023,6
estética,aesthetics,2535,1200,personal,25 Nov 2023,4
canalizada,channeled,2536,1200,personal,26 Nov 2023,5
perseguidas,persecuted,2537,1200,personal,13 Dec 2023,6
inato,innate,2538,1200,personal,13 Dec 2023,6
calvo,bald,2539,1200,personal,25 Nov 2023,4
curvilínea,curvy,2540,1200,personal,13 Dec 2023,6
torneadas,turned,2541,1200,personal,25 Nov 2023,3
encantadora,enchanting,2542,1200,personal,13 Dec 2023,6
vínculo,bond,2543,1200,personal,25 Nov 2023,4
amplamente,widely,2544,1200,personal,26 Nov 2023,5
exílio,exile,2545,1200,personal,13 Dec 2023,6
grandeza,greatness,2546,1200,personal,26 Nov 2023,5
dotadas,gifted,2547,1200,personal,23 Nov 2023,2
sotterados,burried,2548,1200,personal,26 Nov 2023,5
gravação em cobre,copper engraving,2549,1200,personal,26 Nov 2023,5
divulgado,released; uncovered; well-known; disclosed,2550,1200,personal,26 Nov 2023,5
sintetizada,synthesized,2551,1200,personal,26 Nov 2023,5
acabada,finished,2552,1200,personal,13 Dec 2023,6
presságio,omens,2553,1200,personal,2 Dec 2023,5
correlacionados,correlated,2554,1200,personal,13 Dec 2023,6
simbólico,symbolic,2555,1200,personal,13 Dec 2023,6
cobre,copper,2556,1200,personal,26 Nov 2023,5
corvo,crow,2557,1200,personal,13 Dec 2023,6
ecaldado,scalded,2558,1200,personal,26 Nov 2023,5
semeia,sow,2559,1200,personal,13 Dec 2023,6
caprichoso,capricious,2560,1200,personal,2 Dec 2023,5
genialidade,genius,2561,1200,personal,26 Nov 2023,4
reprimida,repressed,2562,1200,personal,13 Dec 2023,6
ociosa,idle,2563,1200,personal,23 Nov 2023,4
fluxo,flow,2564,1200,personal,13 Dec 2023,6
fermento,yeast,2565,1200,personal,23 Nov 2023,4
massa de pão,bread dough,2566,1200,personal,2 Dec 2023,5
acentua,accentuate,2567,1200,personal,13 Dec 2023,6
invertido,inverted,2568,1200,personal,13 Dec 2023,6
desaconselhado,ill-advised,2569,1200,personal,23 Nov 2023,4
afirmação,affirmation,2570,1200,personal,13 Dec 2023,6
lapidar,to polish; polish,2571,1200,personal,2 Dec 2023,5
um outdoor,a billboard; a bilboard,2572,1200,personal,2 Dec 2023,5
prece,prayer,2573,1200,personal,23 Nov 2023,4
recuperar,to recover; recover,2574,1200,personal,2 Dec 2023,5
alto-falante,speaker,2575,1200,personal,2 Dec 2023,5
recapitulação,recapitulation; recap,2576,1200,personal,13 Dec 2023,6
puxão,pull,2577,1200,personal,26 Nov 2023,4
depreciar,to depreciate; depreciate,2578,1200,personal,13 Dec 2023,6
envolta,enveloped,2579,1200,personal,23 Nov 2023,3
subordinado,subordinate,2580,1200,personal,2 Dec 2023,5
intrincado,intricate,2581,1200,personal,13 Dec 2023,6
quadro de distribuição,distribution board,2582,1200,personal,2 Dec 2023,5
valore,value,2583,1200,personal,2 Dec 2023,5
liberar,to release; release,2584,1200,personal,2 Dec 2023,5
escaneamento,scanning,2585,1200,personal,2 Dec 2023,5
prazerosos,pleasurable,2586,1200,personal,13 Dec 2023,6
renome,repute; renowned,2587,1200,personal,2 Dec 2023,5
quântica,quantum,2588,1200,personal,2 Dec 2023,5
mexê-los,move them,2589,1200,personal,2 Dec 2023,5
pressentimento,presentiment,2590,1200,personal,2 Dec 2023,5
crachá,badge,2591,1200,personal,2 Dec 2023,5
atrás,back,2592,1200,personal,26 Nov 2023,4
resumir,to sum up; sum up,2593,1200,personal,2 Dec 2023,5
perceptivo,percipient,2594,1200,personal,23 Nov 2023,4
ao quadrado,squared,2595,1200,personal,2 Dec 2023,5
lê,read,2596,1200,personal,13 Dec 2023,6
psíquico,psychic,2597,1200,personal,13 Dec 2023,6
aliança,alliance,2598,1200,personal,13 Dec 2023,6
anel,ring,2599,1200,personal,13 Dec 2023,6
egoísmo,selfishness,2600,1200,personal,2 Dec 2023,5
exigência,requirement,2601,1200,personal,23 Nov 2023,4
ápice,apex,2602,1200,personal,2 Dec 2023,5
bolotas,acorns,2603,1200,personal,23 Nov 2023,4
declive,slope,2604,1200,personal,2 Dec 2023,5
destinada,intended,2605,1200,personal,2 Dec 2023,5
incumbir,to delegate; delegate,2606,1200,personal,23 Nov 2023,3
munido,equipped,2607,1200,personal,2 Dec 2023,5
solicitar,to request; request,2608,1200,personal,2 Dec 2023,5
cacto,cactus,2609,1200,personal,13 Dec 2023,6
espinhos,thorns,2610,1200,personal,2 Dec 2023,5
hastes,stems,2611,1200,personal,23 Nov 2023,4
viés,bias,2612,1200,personal,23 Nov 2023,4
eficácia,efficiency,2613,1200,personal,24 Nov 2023,4
arrancar,to rip out; rip out,2614,1200,personal,22 Nov 2023,4
semblante,countenance,2615,1200,personal,24 Nov 2023,4
se entregar,to surrender; surrender,2616,1200,personal,3 Dec 2023,5
grandiosidade,grandeur,2617,1200,personal,14 Dec 2023,6
acanhado,shy,2618,1200,personal,23 Nov 2023,4
comumente,commonly,2619,1200,personal,14 Dec 2023,6
pano de fundo,background,2620,1200,personal,24 Nov 2023,4
coragem,courage,2621,1200,personal,14 Dec 2023,6
propor,propose; to propose,2622,1200,personal,14 Dec 2023,6
mina,undermines; mine,2623,1200,personal,14 Dec 2023,6
impossibilita,makes impossible; makes it impossible,2624,1200,personal,6 Dec 2023,5
predar,to prey; prey,2625,1200,personal,6 Dec 2023,5
avaros,misers,2626,1200,personal,22 Nov 2023,3
herdada,inherited,2627,1200,personal,3 Dec 2023,5
demandante,plaintiff,2628,1200,personal,3 Dec 2023,5
chicoteadas,whipped,2629,1200,personal,3 Dec 2023,5
encobrir,to cover up; cover up,2630,1200,personal,3 Dec 2023,5
franzir,to frown; frown,2631,1200,personal,14 Dec 2023,6
o cenho,the frown,2632,1200,personal,24 Nov 2023,4
nervosismo,nervousness,2633,1200,personal,14 Dec 2023,6
rosquinha,donut,2634,1200,personal,24 Nov 2023,4
negociar,to bargain; bargain; to negotiate; negotiate,2635,1200,personal,14 Dec 2023,6
opulência,opulence,2636,1200,personal,14 Dec 2023,6
polêmico,controversial,2637,1200,personal,25 Nov 2023,4
concha,shell,2638,1200,personal,3 Dec 2023,5
tesouros,treasures,2639,1200,personal,3 Dec 2023,5
encostado,leaning,2640,1200,personal,24 Nov 2023,3
no mesmo aperto,in the same grip; in the same position; in the same situation,2641,1200,personal,24 Nov 2023,4
maltrapilhas,ragmuffins,2642,1200,personal,24 Nov 2023,4
cismar,to brood; brood,2643,1200,personal,24 Nov 2023,3
bugigangas,trinkets,2644,1200,personal,3 Dec 2023,5
vitrines,shop windows,2645,1200,personal,27 Nov 2023,4
delataria,would denounce,2646,1200,personal,24 Nov 2023,4
uma vara,a stick,2647,1200,personal,3 Dec 2023,5
acanhamento,shyness,2648,1200,personal,15 Dec 2023,6
acarretar,to bring about; bring about; to create; create,2649,1200,personal,27 Nov 2023,4
temida,feared,2650,1200,personal,3 Dec 2023,5
vítima,victim,2651,1200,personal,15 Dec 2023,6
convém,suits,2652,1200,personal,28 Nov 2023,4
levar,to take,2653,1200,personal,28 Nov 2023,4
vingam,revenge,2654,1200,personal,3 Dec 2023,5
modas,fashions,2655,1200,personal,3 Dec 2023,5
ismos,isms,2656,1200,personal,15 Dec 2023,6
sobrevenha,survived; survive,2657,1200,personal,3 Dec 2023,5
hipocondríaco,hypochondriac,2658,1200,personal,3 Dec 2023,5
jazigo,deposit,2659,1200,personal,27 Nov 2023,4
neurose,neurosis,2660,1200,personal,16 Dec 2023,6
estrago,damage,2661,1200,personal,23 Nov 2023,4
divertida,fun,2662,1200,personal,16 Dec 2023,6
asilo,asylum,2663,1200,personal,16 Dec 2023,6
impróprias,inappropriate,2664,1200,personal,16 Dec 2023,6
imputadas,imputed,2665,1200,personal,16 Dec 2023,6
fanatismo,fanaticism,2666,1200,personal,16 Dec 2023,6
pagãos,pagans,2667,1200,personal,16 Dec 2023,6
ardiloso,cunning,2668,1200,personal,24 Nov 2023,4
ingresso,ticket,2669,1200,personal,23 Nov 2023,4
salvo-conduto,safe-conduct,2670,1200,personal,22 Nov 2023,3
enxofre,sulfur,2671,1200,personal,17 Dec 2023,6
trevas,darkness,2672,1200,personal,24 Nov 2023,4
pacífico,pacific,2673,1200,personal,17 Dec 2023,6
emocionante,exciting,2674,1200,personal,22 Nov 2023,4
apropriado,appropriate,2675,1200,personal,18 Dec 2023,6
autoconfiança,self confidence; self-confidence,2676,1200,personal,6 Apr 2025,10
impotente,powerless,2677,1200,personal,23 Nov 2023,3
prontamente,readily,2678,1200,personal,23 Nov 2023,3
bocado,mouthful; bit; piece,2679,1200,personal,23 Nov 2023,4
descuidar,to neglect; neglect,2680,1200,personal,23 Nov 2023,4
à deriva,adrift; to drift; drifting,2681,1200,personal,23 Nov 2023,4
trata-se de,its about,2682,1200,personal,27 Nov 2023,4
emboscar,to ambush; ambush,2683,1200,personal,23 Nov 2023,4
resfriados,colds,2684,1200,personal,23 Nov 2023,4
incômodos,nuisances,2685,1200,personal,24 Nov 2023,4
minuciosamente,thoroughly,2686,1200,personal,23 Nov 2023,4
o superam,surpass you; overcome it,2687,1200,personal,18 Dec 2023,6
bacana,nice,2688,1200,personal,18 Dec 2023,6
importuna,annoying,2689,1200,personal,24 Nov 2023,4
fraqueza,weakness,2690,1200,personal,18 Dec 2023,6
via de regra,as a rule,2691,1200,personal,22 Nov 2023,4
advertir,to warn; warn,2692,1200,personal,29 Nov 2023,5
graduações,degrees,2693,1200,personal,29 Nov 2023,4
lisonjear,to flatter; flatter,2694,1200,personal,29 Nov 2023,4
desdém,disdain,2695,1200,personal,29 Nov 2023,5
me impor,to impose myself; impose myself,2696,1200,personal,28 Nov 2023,4
gordo,fat,2697,1200,personal,29 Nov 2023,5
o que tem que ser será,what has to be will be; whatever will be will be,2698,1200,personal,28 Nov 2023,4
vil,vile,2699,1200,personal,29 Nov 2023,5
vergonhosa,shameful,2700,1200,personal,29 Nov 2023,5
feiura,ugliness,2701,1200,personal,23 Nov 2023,2
despedir,to dismiss; dismiss,2702,1200,personal,29 Nov 2023,4
ao me despedir,to say goodbye; when I say goodbye,2703,1200,personal,23 Nov 2023,2
relação,relationship,2704,1200,personal,29 Nov 2023,5
dedicatória,dedication,2705,1200,personal,29 Nov 2023,5
ao cabo,to the end,2706,1200,personal,23 Nov 2023,3
cá,here,2707,1200,personal,28 Nov 2023,4
mais lato,broader,2708,1200,personal,29 Nov 2023,4
como se deu,how did it happen,2709,1200,personal,22 Nov 2023,3
bala,bullet,2710,1200,personal,29 Nov 2023,4
essência,essence,2711,1200,personal,30 Nov 2023,5
causou,caused,2712,1200,personal,30 Nov 2023,5
predizir,to predict; predict,2713,1200,personal,29 Nov 2023,4
exposta,exposed,2714,1200,personal,30 Nov 2023,5
comprovadamente,demonstrably,2715,1200,personal,22 Nov 2023,3
retrospectiva,retrospective,2716,1200,personal,30 Nov 2023,5
trincheiras,trenches,2717,1200,personal,30 Nov 2023,5
embasada,grounded,2718,1200,personal,29 Nov 2023,4
exercidos,exercised,2719,1200,personal,30 Nov 2023,5
leiaute,layout,2720,1200,personal,30 Nov 2023,5
gravuras,engravings,2721,1200,personal,29 Nov 2023,4
oportuno,timely,2722,1200,personal,22 Nov 2023,3
heterogêneos,heterogeneous,2723,1200,personal,29 Nov 2023,4
corriqueiros,commonplace,2724,1200,personal,22 Nov 2023,1
mesclam,merge,2725,1200,personal,29 Nov 2023,4
alcatrão,tar,2726,1200,personal,30 Nov 2023,5
projeto de sistemas,systems design,2727,1200,personal,29 Nov 2023,4
descartar,to discard; discard; throw out; to throw out,2728,1200,personal,30 Nov 2023,5
incubando,incubating,2729,1200,personal,30 Nov 2023,5
piche,tar,2730,1200,personal,29 Nov 2023,4
afloravam,emerged,2731,1200,personal,23 Nov 2023,3
farol,lighthouse,2732,1200,personal,22 Nov 2023,3
desvencilhar,to untangle; untangle,2733,1200,personal,25 Nov 2023,3
habilidoso,skillful,2734,1200,personal,30 Nov 2023,5
pata,paw,2735,1200,personal,22 Nov 2023,3
esmo,haphazardly,2736,1200,personal,25 Nov 2023,3
depurado,debugged,2737,1200,personal,30 Nov 2023,5
porta-lápis,pencil holder,2738,1200,personal,30 Nov 2023,5
argila,clay,2739,1200,personal,30 Nov 2023,5
fliperama,arcade,2740,1200,personal,22 Nov 2023,3
fascinto,fascination,2741,1200,personal,29 Nov 2023,4
meio,medium,2742,1200,personal,29 Nov 2023,4
deslocado,displaced,2743,1200,personal,30 Nov 2023,5
polir,to polish; polish,2744,1200,personal,29 Nov 2023,4
acalentados,cherished,2745,1200,personal,23 Nov 2023,3
deleita,delights,2746,1200,personal,29 Nov 2023,4
estertor,death rattle; ruckle,2747,1200,personal,25 Nov 2023,3
falaciosamente,fallaciously,2748,1200,personal,29 Nov 2023,4
feitiçaria,witchcraft,2749,1200,personal,29 Nov 2023,4
fadas,fairies,2750,1200,personal,29 Nov 2023,4
sutileza,subtlety,2751,1200,personal,29 Nov 2023,4
remessa,shipping,2752,1200,personal,25 Nov 2023,3
desembasada,disabled,2753,1200,personal,22 Nov 2023,3
calejar,callous; to callous,2754,1200,personal,22 Nov 2023,3
tenebrosa,tenebrous,2755,1200,personal,30 Nov 2023,5
ingênua,naive,2756,1200,personal,22 Nov 2023,3
averiguar,to find out; find out,2757,1200,personal,23 Nov 2023,3
escriturário,clerk,2758,1200,personal,29 Nov 2023,4
matança,killing,2759,1200,personal,29 Nov 2023,4
esfaqueando,stabbing,2760,1200,personal,22 Nov 2023,3
prove,provides,2761,1200,personal,29 Nov 2023,4
tempo integral,full-time,2762,1200,personal,29 Nov 2023,4
requisitos,requirements,2763,1200,personal,30 Nov 2023,5
adequação,adequacy,2764,1200,personal,22 Nov 2023,3
á medida que,as,2765,1200,personal,22 Nov 2023,3
meandros,intricacies,2766,1200,personal,23 Nov 2023,3
traiçoeira,treacherous,2767,1200,personal,24 Nov 2023,3
desejado,wanted; desired; wished,2768,1200,personal,30 Nov 2023,5
uno animo,one spirit,2769,1200,personal,29 Nov 2023,4
contornado,contoured,2770,1200,personal,22 Nov 2023,1
todavia,still,2771,1200,personal,29 Nov 2023,4
aridez,aridity,2772,1200,personal,22 Nov 2023,3
doutrina,doctrine,2773,1200,personal,22 Nov 2023,3
zênite,zenith,2774,1200,personal,1 Dec 2023,5
modismos,fads,2775,1200,personal,22 Nov 2023,3
transepto,transept,2776,1200,personal,22 Nov 2023,3
normando,Norman,2777,1200,personal,22 Nov 2023,3
imponente,imposing,2778,1200,personal,25 Nov 2023,3
abnegados,selfless,2779,1200,personal,23 Nov 2023,3
advir,to come; come,2780,1200,personal,23 Nov 2023,3
anômala,anomalous,2781,1200,personal,22 Nov 2023,3
melhorias,improvements,2782,1200,personal,1 Dec 2023,5
plebeus,plebeians; commoners,2783,1200,personal,22 Nov 2023,3
facilidade,ease,2784,1200,personal,1 Dec 2023,5
instalação,facility; installation,2785,1200,personal,1 Dec 2023,5
razão,reason,2786,1200,personal,1 Dec 2023,5
equívoco,misconception,2787,1200,personal,22 Nov 2023,2
idiomática,idiomatic,2788,1200,personal,1 Dec 2023,5
refiro-me,I mean; I am referring,2789,1200,personal,22 Nov 2023,2
dar corda,to wind up; wind up,2790,1200,personal,22 Nov 2023,2
relógio de pulso,wristwatch; wrist watch,2791,1200,personal,2 Dec 2023,5
pulso,pulse,2792,1200,personal,2 Dec 2023,5
multiplexado,multiplexed,2793,1200,personal,2 Dec 2023,5
burros (adj.),dumb; donkey,2794,1200,personal,2 Dec 2023,5
sequestrado,kidnapped,2795,1200,personal,24 Nov 2023,3
inédito,unprecedented,2796,1200,personal,23 Nov 2023,2
durar,to last; last,2797,1200,personal,2 Dec 2023,5
aforismo,aphorism,2798,1200,personal,2 Dec 2023,5
libertadora,liberating,2799,1200,personal,23 Nov 2023,3
cantata,cantata,2800,1200,personal,24 Nov 2023,3
consertando,fixing; repairing,2801,1200,personal,24 Nov 2023,3
focar,to focus; focus,2802,1200,personal,3 Dec 2023,5
recordar,to remember; remember,2803,1200,personal,24 Nov 2023,3
colocações,placements,2804,1200,personal,3 Dec 2023,5
sereia,mermaid,2805,1200,personal,3 Dec 2023,5
comprimir,to compress; compress,2806,1200,personal,24 Nov 2023,3
empacotamento,packaging,2807,1200,personal,3 Dec 2023,5
um amontoado,a heap,2808,1200,personal,24 Nov 2023,3
simpática,friendly,2809,1200,personal,25 Nov 2023,3
geradora,generator,2810,1200,personal,3 Dec 2023,5
requintes,refinements,2811,1200,personal,25 Nov 2023,3
embasar,to base; base,2812,1200,personal,3 Dec 2023,5
particulare,private,2813,1200,personal,24 Nov 2023,3
superprojetar,to overdesign; overdesign; to over-design,2814,1200,personal,25 Nov 2023,3
enfeites,ornaments,2815,1200,personal,25 Nov 2023,3
mostruário,showcase,2816,1200,personal,24 Nov 2023,3
contidos,contained,2817,1200,personal,3 Dec 2023,5
engenhoso,ingenious,2818,1200,personal,3 Dec 2023,5
esbanjador,wasteful,2819,1200,personal,23 Nov 2023,2
projetistas,designers,2820,1200,personal,4 Dec 2023,5
esticada,stretched,2821,1200,personal,4 Dec 2023,5
embelezamento,beautification,2822,1200,personal,25 Nov 2023,3
fazer a carga,to load; load,2823,1200,personal,25 Nov 2023,3
núcleo de memória,memory core,2824,1200,personal,25 Nov 2023,3
patinador,skater,2825,1200,personal,23 Nov 2023,2
premissa,premise,2826,1200,personal,5 Dec 2023,5
obtenção,obtaining,2827,1200,personal,22 Nov 2023,2
de lote,batch,2828,1200,personal,5 Dec 2023,5
vivacidade,liveliness,2829,1200,personal,5 Dec 2023,5
prosa,prose,2830,1200,personal,5 Dec 2023,5
carajo,fuck,2831,1200,personal,22 Nov 2023,2
tubulações,pipes,2832,1200,personal,22 Nov 2023,2
vazar,to leak out; leak out,2833,1200,personal,22 Nov 2023,2
lacra,seal,2834,1200,personal,22 Nov 2023,1
adágio,adage,2835,1200,personal,22 Nov 2023,2
cronômetros,stopwatches,2836,1200,personal,22 Nov 2023,2
efetivação,implementation,2837,1200,personal,22 Nov 2023,2
passagem,ticket,2838,1200,personal,22 Nov 2023,2
preside,presides,2839,1200,personal,22 Nov 2023,2
propiciar,to provide; provide,2840,1200,personal,5 Dec 2023,5
fecundidade,fertility,2841,1200,personal,22 Nov 2023,2
nivelar,to level; level,2842,1200,personal,22 Nov 2023,2
rascunhada,drafted,2843,1200,personal,22 Nov 2023,2
congelamento,freezing,2844,1200,personal,5 Dec 2023,5
outono,autumn; fall,2845,1200,personal,5 Dec 2023,5
cacife,buy-in,2846,1200,personal,22 Nov 2023,1
no confronto,in the confrontation,2847,1200,personal,22 Nov 2023,2
quão,how,2848,1200,personal,5 Dec 2023,5
pronunciamentos,pronouncements,2849,1200,personal,23 Nov 2023,2
que independe,that is independent,2850,1200,personal,22 Nov 2023,2
impiedosa,merciless,2851,1200,personal,23 Nov 2023,2
tijolos,bricks,2852,1200,personal,23 Nov 2023,2
betume,bitumen,2853,1200,personal,22 Nov 2023,2
argamassa,mortar,2854,1200,personal,22 Nov 2023,2
disperso,scattered,2855,1200,personal,23 Nov 2023,2
ainda que,even if,2856,1200,personal,22 Nov 2023,2
ingenuamente,naively,2857,1200,personal,22 Nov 2023,2
plenitude,fullness; abundance,2858,1200,personal,22 Nov 2023,2
alvenaria,masonry,2859,1200,personal,22 Nov 2023,1
no decorrer,during,2860,1200,personal,23 Nov 2023,2
gradativamente,gradually,2861,1200,personal,22 Nov 2023,2
trincheira,trench,2862,1200,personal,22 Nov 2023,2
pesada,heavy,2863,1200,personal,6 Dec 2023,5
já que é,since it is,2864,1200,personal,6 Dec 2023,5
já que é assim,since it's like that,2865,1200,personal,6 Dec 2023,5
diário de bordo,logbook,2866,1200,personal,6 Dec 2023,5
além do mais,what is more,2867,1200,personal,22 Nov 2023,1
restringir,to restrict; restrict,2868,1200,personal,6 Dec 2023,5
estrutura em árvore,tree structure,2869,1200,personal,6 Dec 2023,5
desordenadamente,disorderly,2870,1200,personal,6 Dec 2023,5
ou seja,i.e.; in other words,2871,1200,personal,22 Nov 2023,1
em um fichário,in a binder,2872,1200,personal,22 Nov 2023,1
destinatário,recipient,2873,1200,personal,22 Nov 2023,1
transcorrido,elapsed,2874,1200,personal,22 Nov 2023,1
matricial,matrix,2875,1200,personal,22 Nov 2023,1
maldita,damn,2876,1200,personal,22 Nov 2023,1
abater,to shoot down; shoot down,2877,1200,personal,22 Nov 2023,1
escrivão,clerk,2878,1200,personal,22 Nov 2023,1
manda-chuva,big shot,2879,1200,personal,22 Nov 2023,1
espectro,spectrum,2880,1200,personal,22 Nov 2023,1
camponês,farmer,2881,1200,personal,22 Nov 2023,1
lívida,livid,2882,1200,personal,21 Nov 2023,20
carmesim,crimson,2883,1200,personal,21 Nov 2023,20
castanho-avermelhado,reddish-brown,2884,1200,personal,21 Nov 2023,20
empunhando,wielding,2885,1200,personal,21 Nov 2023,20
curvada,bent,2886,1200,personal,21 Nov 2023,20
luar,moonlight,2887,1200,personal,21 Nov 2023,20
tateavar,to grope; groped,2888,1200,personal,21 Nov 2023,20
manusear,to handle; handle,2889,1200,personal,21 Nov 2023,20
atabalhoadamente,haphazardly,2890,1200,personal,21 Nov 2023,20
piou,chirped,2891,1200,personal,21 Nov 2023,20
